0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2016-4-13
1020
001
DataNumber:	4830
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1705	  9.0640	  3.6840	   5.590	 341.195
 1706	  9.0640	  3.6860	   5.594	 341.395
 1707	  9.0640	  3.6900	   5.596	 341.595
 1708	  9.0640	  3.6920	   5.600	 341.795
 1709	  9.0640	  3.6940	   5.602	 341.995
 1710	  9.0680	  3.6980	   5.606	 342.195
 1711	  9.0680	  3.7000	   5.609	 342.395
 1712	  9.0720	  3.7020	   5.612	 342.595
 1713	  9.0720	  3.7040	   5.615	 342.795
 1714	  9.0720	  3.7080	   5.619	 342.995
 1715	  9.0760	  3.7100	   5.622	 343.195
 1716	  9.0760	  3.7120	   5.625	 343.395
 1717	  9.0760	  3.7160	   5.629	 343.595
 1718	  9.0800	  3.7180	   5.631	 343.795
 1719	  9.0800	  3.7200	   5.635	 343.995
 1720	  9.0800	  3.7240	   5.637	 344.195
 1721	  9.0800	  3.7260	   5.641	 344.395
 1722	  9.0840	  3.7280	   5.645	 344.595
 1723	  9.0840	  3.7320	   5.648	 344.795
 1724	  9.0840	  3.7340	   5.650	 344.995
 1725	  9.0840	  3.7360	   5.654	 345.195
 1726	  9.0840	  3.7400	   5.657	 345.395
 1727	  9.0880	  3.7420	   5.660	 345.595
 1728	  9.0880	  3.7440	   5.664	 345.795
 1729	  9.0920	  3.7480	   5.666	 345.995
 1730	  9.0920	  3.7500	   5.670	 346.195
 1731	  9.0920	  3.7520	   5.672	 346.395
 1732	  9.0960	  3.7540	   5.676	 346.595
 1733	  9.0960	  3.7580	   5.679	 346.795
 1734	  9.0960	  3.7600	   5.682	 346.995
 1735	  9.1000	  3.7620	   5.685	 347.195
 1736	  9.1000	  3.7660	   5.689	 347.395
 1737	  9.1000	  3.7680	   5.692	 347.595
 1738	  9.1040	  3.7700	   5.695	 347.795
 1739	  9.1040	  3.7740	   5.699	 347.995
 1740	  9.1040	  3.7760	   5.701	 348.195
 1741	  9.1080	  3.7780	   5.705	 348.395
 1742	  9.1080	  3.7820	   5.707	 348.595
 1743	  9.1080	  3.7840	   5.711	 348.795
 1744	  9.1080	  3.7860	   5.714	 348.995
 1745	  9.1120	  3.7880	   5.717	 349.195
 1746	  9.1120	  3.7920	   5.720	 349.395
 1747	  9.1120	  3.7940	   5.724	 349.595
 1748	  9.1160	  3.7980	   5.727	 349.795
 1749	  9.1160	  3.8000	   5.730	 349.995
 1750	  9.1160	  3.8020	   5.734	 350.195
 1751	  9.1200	  3.8040	   5.736	 350.395
 1752	  9.1160	  3.8080	   5.740	 350.595
 1753	  9.1160	  3.8100	   5.742	 350.795
 1754	  9.1200	  3.8120	   5.746	 350.995
 1755	  9.1200	  3.8160	   5.749	 351.195
 1756	  9.1240	  3.8180	   5.753	 351.395
 1757	  9.1240	  3.8200	   5.755	 351.595
 1758	  9.1240	  3.8240	   5.759	 351.795
 1759	  9.1240	  3.8260	   5.761	 351.995
 1760	  9.1280	  3.8280	   5.765	 352.195
 1761	  9.1280	  3.8320	   5.769	 352.395
 1762	  9.1280	  3.8340	   5.771	 352.595
 1763	  9.1320	  3.8360	   5.775	 352.795
 1764	  9.1320	  3.8380	   5.777	 352.995
 1765	  9.1320	  3.8420	   5.781	 353.195
 1766	  9.1320	  3.8440	   5.784	 353.395
 1767	  9.1360	  3.8480	   5.787	 353.595
 1768	  9.1360	  3.8500	   5.790	 353.795
 1769	  9.1400	  3.8520	   5.794	 353.995
 1770	  9.1360	  3.8560	   5.797	 354.195
 1771	  9.1400	  3.8580	   5.800	 354.395
 1772	  9.1400	  3.8600	   5.804	 354.595
 1773	  9.1440	  3.8640	   5.806	 354.795
 1774	  9.1440	  3.8660	   5.810	 354.995
 1775	  9.1440	  3.8680	   5.812	 355.195
 1776	  9.1440	  3.8700	   5.816	 355.395
 1777	  9.1480	  3.8740	   5.819	 355.595
 1778	  9.1480	  3.8760	   5.822	 355.795
 1779	  9.1520	  3.8780	   5.825	 355.995
 1780	  9.1520	  3.8820	   5.829	 356.195
 1781	  9.1520	  3.8840	   5.831	 356.395
 1782	  9.1520	  3.8860	   5.835	 356.595
 1783	  9.1520	  3.8900	   5.838	 356.795
 1784	  9.1560	  3.8920	   5.841	 356.995
 1785	  9.1560	  3.8960	   5.844	 357.195
 1786	  9.1600	  3.8980	   5.847	 357.395
 1787	  9.1600	  3.9000	   5.850	 357.595
 1788	  9.1600	  3.9020	   5.854	 357.795
 1789	  9.1600	  3.9060	   5.858	 357.995
 1790	  9.1600	  3.9080	   5.860	 358.195
 1791	  9.1640	  3.9120	   5.864	 358.395
 1792	  9.1640	  3.9140	   5.867	 358.595
 1793	  9.1640	  3.9160	   5.870	 358.795
 1794	  9.1680	  3.9180	   5.874	 358.995
 1795	  9.1680	  3.9220	   5.878	 359.195
 1796	  9.1680	  3.9240	   5.880	 359.395
 1797	  9.1720	  3.9260	   5.884	 359.595
 1798	  9.1720	  3.9300	   5.887	 359.795
 1799	  9.1720	  3.9320	   5.890	 359.995
 1800	  9.1760	  3.9340	   5.894	 360.195
 1801	  9.1760	  3.9380	   5.898	 360.395
 1802	  9.1760	  3.9400	   5.900	 360.595
 1803	  9.1760	  3.9420	   5.904	 360.795
 1804	  9.1800	  3.9460	   5.907	 360.995
 1805	  9.1800	  3.9480	   5.910	 361.195
 1806	  9.1800	  3.9500	   5.914	 361.395
 1807	  9.1840	  3.9540	   5.916	 361.595
 1808	  9.1840	  3.9560	   5.920	 361.795
 1809	  9.1840	  3.9580	   5.924	 361.995
 1810	  9.1840	  3.9620	   5.926	 362.195
 1811	  9.1880	  3.9640	   5.930	 362.395
 1812	  9.1880	  3.9660	   5.934	 362.595
 1813	  9.1880	  3.9700	   5.936	 362.795
 1814	  9.1920	  3.9720	   5.940	 362.995
 1815	  9.1880	  3.9740	   5.944	 363.195
 1816	  9.1920	  3.9780	   5.946	 363.395
 1817	  9.1920	  3.9800	   5.950	 363.595
 1818	  9.1960	  3.9820	   5.954	 363.795
 1819	  9.1960	  3.9840	   5.956	 363.995
 1820	  9.1960	  3.9860	   5.960	 364.195
 1821	  9.2000	  3.9860	   5.964	 364.395
 1822	  9.2000	  3.9900	   5.966	 364.595
 1823	  9.2000	  3.9920	   5.970	 364.795
 1824	  9.2000	  3.9960	   5.972	 364.995
 1825	  9.2040	  3.9980	   5.976	 365.195
 1826	  9.2040	  4.0000	   5.980	 365.395
 1827	  9.2040	  4.0040	   5.983	 365.595
 1828	  9.2040	  4.0060	   5.986	 365.795
 1829	  9.2080	  4.0100	   5.990	 365.995
 1830	  9.2080	  4.0120	   5.992	 366.195
 1831	  9.2120	  4.0140	   5.996	 366.395
 1832	  9.2120	  4.0180	   6.000	 366.595
 1833	  9.2120	  4.0200	   6.003	 366.795
 1834	  9.2120	  4.0220	   6.006	 366.995
 1835	  9.2160	  4.0260	   6.010	 367.195
 1836	  9.2160	  4.0280	   6.012	 367.395
 1837	  9.2160	  4.0300	   6.016	 367.595
 1838	  9.2160	  4.0340	   6.020	 367.795
 1839	  9.2160	  4.0360	   6.023	 367.995
 1840	  9.2200	  4.0380	   6.026	 368.195
 1841	  9.2200	  4.0420	   6.030	 368.395
 1842	  9.2240	  4.0440	   6.032	 368.595
 1843	  9.2240	  4.0460	   6.036	 368.795
 1844	  9.2240	  4.0500	   6.040	 368.995
 1845	  9.2240	  4.0520	   6.043	 369.195
 1846	  9.2240	  4.0560	   6.046	 369.395
 1847	  9.2280	  4.0580	   6.050	 369.595
 1848	  9.2280	  4.0600	   6.052	 369.795
 1849	  9.2280	  4.0640	   6.056	 369.995
 1850	  9.2320	  4.0660	   6.060	 370.195
 1851	  9.2320	  4.0680	   6.062	 370.395
 1852	  9.2320	  4.0720	   6.066	 370.595
 1853	  9.2360	  4.0740	   6.070	 370.795
 1854	  9.2360	  4.0760	   6.072	 370.995
 1855	  9.2360	  4.0800	   6.076	 371.195
 1856	  9.2360	  4.0820	   6.079	 371.395
 1857	  9.2400	  4.0840	   6.082	 371.595
 1858	  9.2400	  4.0880	   6.086	 371.795
 1859	  9.2400	  4.0900	   6.089	 371.995
 1860	  9.2400	  4.0920	   6.092	 372.195
 1861	  9.2440	  4.0960	   6.096	 372.395
 1862	  9.2440	  4.0980	   6.099	 372.595
 1863	  9.2440	  4.1000	   6.102	 372.795
 1864	  9.2480	  4.1040	   6.106	 372.995
 1865	  9.2480	  4.1060	   6.109	 373.195
 1866	  9.2480	  4.1080	   6.112	 373.395
 1867	  9.2480	  4.1120	   6.116	 373.595
 1868	  9.2480	  4.1140	   6.119	 373.795
 1869	  9.2520	  4.1160	   6.122	 373.995
 1870	  9.2520	  4.1200	   6.126	 374.195
 1871	  9.2560	  4.1220	   6.129	 374.395
 1872	  9.2560	  4.1240	   6.132	 374.595
 1873	  9.2560	  4.1280	   6.136	 374.795
 1874	  9.2560	  4.1300	   6.139	 374.995
 1875	  9.2560	  4.1320	   6.142	 375.195
 1876	  9.2560	  4.1360	   6.145	 375.395
 1877	  9.2560	  4.1380	   6.149	 375.595
 1878	  9.2600	  4.1400	   6.152	 375.795
 1879	  9.2600	  4.1440	   6.155	 375.995
 1880	  9.2600	  4.1460	   6.159	 376.195
 1881	  9.2640	  4.1480	   6.161	 376.395
 1882	  9.2640	  4.1520	   6.165	 376.595
 1883	  9.2680	  4.1540	   6.169	 376.795
 1884	  9.2640	  4.1580	   6.171	 376.995
 1885	  9.2680	  4.1600	   6.175	 377.195
 1886	  9.2720	  4.1620	   6.179	 377.395
 1887	  9.2720	  4.1660	   6.181	 377.595
 1888	  9.2720	  4.1680	   6.185	 377.795
 1889	  9.2720	  4.1700	   6.188	 377.995
 1890	  9.2760	  4.1740	   6.191	 378.195
 1891	  9.2720	  4.1760	   6.195	 378.395
 1892	  9.2760	  4.1780	   6.197	 378.595
 1893	  9.2760	  4.1820	   6.201	 378.795
 1894	  9.2800	  4.1840	   6.205	 378.995
 1895	  9.2800	  4.1860	   6.207	 379.195
 1896	  9.2800	  4.1900	   6.211	 379.395
 1897	  9.2800	  4.1920	   6.214	 379.595
 1898	  9.2800	  4.1940	   6.217	 379.795
 1899	  9.2840	  4.1980	   6.221	 379.995
 1900	  9.2840	  4.2000	   6.224	 380.195
 1901	  9.2840	  4.2020	   6.227	 380.395
 1902	  9.2840	  4.2060	   6.230	 380.595
 1903	  9.2880	  4.2080	   6.234	 380.795
 1904	  9.2880	  4.2120	   6.237	 380.995
 1905	  9.2880	  4.2140	   6.240	 381.195
 1906	  9.2920	  4.2160	   6.244	 381.395
 1907	  9.2920	  4.2200	   6.247	 381.595
 1908	  9.2920	  4.2220	   6.250	 381.795
 1909	  9.2920	  4.2240	   6.254	 381.995
 1910	  9.2920	  4.2280	   6.257	 382.195
 1911	  9.2960	  4.2300	   6.260	 382.395
 1912	  9.2960	  4.2320	   6.264	 382.595
 1913	  9.2960	  4.2360	   6.267	 382.795
 1914	  9.2960	  4.2380	   6.270	 382.995
 1915	  9.3000	  4.2400	   6.274	 383.195
 1916	  9.3000	  4.2440	   6.276	 383.395
 1917	  9.3000	  4.2460	   6.280	 383.595
 1918	  9.3000	  4.2480	   6.284	 383.795
 1919	  9.3000	  4.2520	   6.286	 383.995
 1920	  9.3040	  4.2540	   6.290	 384.195
 1921	  9.3040	  4.2580	   6.294	 384.395
 1922	  9.3040	  4.2600	   6.296	 384.595
 1923	  9.3040	  4.2620	   6.300	 384.795
 1924	  9.3080	  4.2660	   6.304	 384.995
 1925	  9.3080	  4.2680	   6.306	 385.195
 1926	  9.3080	  4.2700	   6.310	 385.395
 1927	  9.3080	  4.2740	   6.312	 385.595
 1928	  9.3120	  4.2760	   6.316	 385.795
 1929	  9.3120	  4.2780	   6.320	 385.995
 1930	  9.3120	  4.2820	   6.322	 386.195
 1931	  9.3160	  4.2840	   6.326	 386.395
 1932	  9.3160	  4.2860	   6.330	 386.595
 1933	  9.3160	  4.2880	   6.332	 386.795
 1934	  9.3160	  4.2920	   6.336	 386.995
 1935	  9.3160	  4.2940	   6.340	 387.195
 1936	  9.3200	  4.2960	   6.342	 387.395
 1937	  9.3200	  4.3000	   6.346	 387.595
 1938	  9.3200	  4.3020	   6.349	 387.795
 1939	  9.3240	  4.3040	   6.352	 387.995
 1940	  9.3240	  4.3080	   6.356	 388.195
 1941	  9.3240	  4.3100	   6.359	 388.395
 1942	  9.3240	  4.3140	   6.362	 388.595
 1943	  9.3280	  4.3160	   6.366	 388.795
 1944	  9.3280	  4.3180	   6.369	 388.995
 1945	  9.3280	  4.3220	   6.372	 389.195
 1946	  9.3320	  4.3240	   6.375	 389.395
 1947	  9.3320	  4.3260	   6.379	 389.595
 1948	  9.3320	  4.3300	   6.382	 389.795
 1949	  9.3320	  4.3320	   6.385	 389.995
 1950	  9.3360	  4.3340	   6.389	 390.195
 1951	  9.3360	  4.3380	   6.392	 390.395
 1952	  9.3360	  4.3400	   6.395	 390.595
 1953	  9.3360	  4.3420	   6.399	 390.795
 1954	  9.3360	  4.3460	   6.402	 390.995
 1955	  9.3360	  4.3480	   6.405	 391.195
 1956	  9.3400	  4.3500	   6.409	 391.395
 1957	  9.3400	  4.3540	   6.412	 391.595
 1958	  9.3400	  4.3560	   6.415	 391.795
 1959	  9.3400	  4.3600	   6.419	 391.995
 1960	  9.3440	  4.3620	   6.421	 392.195
 1961	  9.3440	  4.3640	   6.425	 392.395
 1962	  9.3440	  4.3660	   6.429	 392.595
 1963	  9.3440	  4.3700	   6.431	 392.795
 1964	  9.3440	  4.3720	   6.435	 392.995
 1965	  9.3480	  4.3740	   6.439	 393.195
 1966	  9.3480	  4.3780	   6.441	 393.395
 1967	  9.3480	  4.3800	   6.445	 393.595
 1968	  9.3480	  4.3840	   6.449	 393.795
 1969	  9.3520	  4.3860	   6.451	 393.995
 1970	  9.3520	  4.3880	   6.455	 394.195
 1971	  9.3520	  4.3920	   6.459	 394.395
 1972	  9.3520	  4.3940	   6.461	 394.595
 1973	  9.3560	  4.3980	   6.465	 394.795
 1974	  9.3560	  4.4000	   6.467	 394.995
 1975	  9.3560	  4.4020	   6.471	 395.195
 1976	  9.3560	  4.4040	   6.475	 395.395
 1977	  9.3600	  4.4080	   6.477	 395.595
 1978	  9.3600	  4.4100	   6.481	 395.795
 1979	  9.3600	  4.4120	   6.485	 395.995
 1980	  9.3600	  4.4140	   6.487	 396.195
 1981	  9.3600	  4.4180	   6.491	 396.395
 1982	  9.3640	  4.4200	   6.494	 396.595
 1983	  9.3600	  4.4240	   6.497	 396.795
 1984	  9.3600	  4.4260	   6.501	 396.995
 1985	  9.3680	  4.4280	   6.504	 397.195
 1986	  9.3640	  4.4320	   6.507	 397.395
 1987	  9.3680	  4.4340	   6.510	 397.595
 1988	  9.3680	  4.4360	   6.514	 397.795
 1989	  9.3680	  4.4400	   6.517	 397.995
 1990	  9.3680	  4.4420	   6.520	 398.195
 1991	  9.3680	  4.4440	   6.524	 398.395
 1992	  9.3720	  4.4460	   6.527	 398.595
 1993	  9.3720	  4.4500	   6.530	 398.795
 1994	  9.3720	  4.4520	   6.534	 398.995
 1995	  9.3760	  4.4540	   6.537	 399.195
 1996	  9.3760	  4.4580	   6.540	 399.395
 1997	  9.3800	  4.4600	   6.544	 399.595
 1998	  9.3760	  4.4640	   6.547	 399.795
 1999	  9.3800	  4.4660	   6.550	 399.995
 2000	  9.3800	  4.4680	   6.554	 400.195
 2001	  9.3800	  4.4720	   6.556	 400.395
 2002	  9.3800	  4.4740	   6.560	 400.595
 2003	  9.3800	  4.4760	   6.564	 400.795
 2004	  9.3840	  4.4800	   6.566	 400.995
 2005	  9.3840	  4.4820	   6.570	 401.195
 2006	  9.3840	  4.4840	   6.574	 401.395
 2007	  9.3880	  4.4860	   6.576	 401.595
 2008	  9.3880	  4.4900	   6.580	 401.795
 2009	  9.3880	  4.4920	   6.584	 401.995
 2010	  9.3880	  4.4960	   6.586	 402.195
 2011	  9.3880	  4.4980	   6.590	 402.395
 2012	  9.3880	  4.5000	   6.592	 402.595
 2013	  9.3920	  4.5040	   6.596	 402.795
 2014	  9.3880	  4.5020	   6.600	 402.995
 2015	  9.3920	  4.5040	   6.602	 403.195
 2016	  9.3920	  4.5080	   6.606	 403.395
 2017	  9.3960	  4.5100	   6.610	 403.595
 2018	  9.3960	  4.5120	   6.612	 403.795
 2019	  9.3960	  4.5160	   6.616	 403.995
 2020	  9.4000	  4.5180	   6.620	 404.195
 2021	  9.3960	  4.5220	   6.622	 404.395
 2022	  9.4000	  4.5240	   6.626	 404.595
 2023	  9.4000	  4.5260	   6.629	 404.795
 2024	  9.4000	  4.5300	   6.632	 404.995
 2025	  9.4000	  4.5320	   6.636	 405.195
 2026	  9.4040	  4.5360	   6.639	 405.395
 2027	  9.4040	  4.5380	   6.642	 405.595
 2028	  9.4040	  4.5400	   6.645	 405.795
 2029	  9.4080	  4.5440	   6.649	 405.995
 2030	  9.4080	  4.5460	   6.652	 406.195
 2031	  9.4080	  4.5480	   6.655	 406.395
 2032	  9.4080	  4.5520	   6.659	 406.595
 2033	  9.4080	  4.5540	   6.662	 406.795
 2034	  9.4120	  4.5560	   6.665	 406.995
 2035	  9.4120	  4.5600	   6.669	 407.195
 2036	  9.4120	  4.5620	   6.671	 407.395
 2037	  9.4120	  4.5660	   6.675	 407.595
 2038	  9.4120	  4.5680	   6.679	 407.795
 2039	  9.4160	  4.5700	   6.681	 407.995
 2040	  9.4160	  4.5740	   6.685	 408.195
 2041	  9.4160	  4.5760	   6.689	 408.395
 2042	  9.4160	  4.5800	   6.691	 408.595
 2043	  9.4160	  4.5820	   6.695	 408.795
 2044	  9.4160	  4.5840	   6.699	 408.995
 2045	  9.4200	  4.5860	   6.701	 409.195
 2046	  9.4200	  4.5900	   6.705	 409.395
 2047	  9.4200	  4.5920	   6.707	 409.595
 2048	  9.4200	  4.5960	   6.711	 409.795
 2049	  9.4240	  4.5980	   6.715	 409.995
 2050	  9.4240	  4.6000	   6.717	 410.195
 2051	  9.4240	  4.6040	   6.721	 410.395
 2052	  9.4280	  4.6060	   6.725	 410.595
 2053	  9.4240	  4.6080	   6.727	 410.795
 2054	  9.4280	  4.6120	   6.731	 410.995
 2055	  9.4280	  4.6140	   6.734	 411.195
 2056	  9.4280	  4.6160	   6.737	 411.395
 2057	  9.4320	  4.6180	   6.741	 411.595
 2058	  9.4320	  4.6220	   6.744	 411.795
 2059	  9.4320	  4.6240	   6.747	 411.995
 2060	  9.4360	  4.6280	   6.750	 412.195
 2061	  9.4360	  4.6300	   6.754	 412.395
 2062	  9.4360	  4.6340	   6.757	 412.595
 2063	  9.4360	  4.6360	   6.760	 412.795
 2064	  9.4360	  4.6380	   6.764	 412.995
 2065	  9.4360	  4.6420	   6.767	 413.195
 2066	  9.4400	  4.6440	   6.770	 413.395
 2067	  9.4360	  4.6460	   6.774	 413.595
 2068	  9.4400	  4.6500	   6.777	 413.795
 2069	  9.4400	  4.6520	   6.780	 413.995
 2070	  9.4400	  4.6560	   6.784	 414.195
 2071	  9.4400	  4.6580	   6.786	 414.395
 2072	  9.4400	  4.6600	   6.790	 414.595
 2073	  9.4440	  4.6640	   6.794	 414.795
 2074	  9.4440	  4.6660	   6.796	 414.995
 2075	  9.4440	  4.6680	   6.800	 415.195
 2076	  9.4440	  4.6720	   6.802	 415.395
 2077	  9.4480	  4.6740	   6.806	 415.595
 2078	  9.4480	  4.6780	   6.810	 415.795
 2079	  9.4480	  4.6800	   6.812	 415.995
 2080	  9.4480	  4.6820	   6.816	 416.195
 2081	  9.4520	  4.6860	   6.820	 416.395
 2082	  9.4520	  4.6880	   6.822	 416.595
 2083	  9.4520	  4.6900	   6.826	 416.795
 2084	  9.4520	  4.6940	   6.829	 416.995
 2085	  9.4520	  4.6960	   6.832	 417.195
 2086	  9.4520	  4.6980	   6.836	 417.395
 2087	  9.4560	  4.7020	   6.839	 417.595
 2088	  9.4560	  4.7040	   6.842	 417.795
 2089	  9.4560	  4.7060	   6.845	 417.995
 2090	  9.4560	  4.7100	   6.849	 418.195
 2091	  9.4600	  4.7120	   6.852	 418.395
 2092	  9.4600	  4.7140	   6.855	 418.595
 2093	  9.4600	  4.7180	   6.859	 418.795
 2094	  9.4640	  4.7200	   6.862	 418.995
 2095	  9.4600	  4.7240	   6.865	 419.195
 2096	  9.4600	  4.7260	   6.869	 419.395
 2097	  9.4640	  4.7280	   6.871	 419.595
 2098	  9.4640	  4.7320	   6.875	 419.795
 2099	  9.4640	  4.7340	   6.879	 419.995
 2100	  9.4640	  4.7360	   6.881	 420.195
 2101	  9.4680	  4.7400	   6.885	 420.395
 2102	  9.4680	  4.7420	   6.889	 420.595
 2103	  9.4680	  4.7460	   6.891	 420.795
 2104	  9.4680	  4.7480	   6.895	 420.995
 2105	  9.4720	  4.7500	   6.898	 421.195
 2106	  9.4720	  4.7540	   6.901	 421.395
 2107	  9.4720	  4.7560	   6.905	 421.595
 2108	  9.4720	  4.7600	   6.907	 421.795
 2109	  9.4720	  4.7620	   6.911	 421.995
 2110	  9.4720	  4.7640	   6.914	 422.195
 2111	  9.4760	  4.7680	   6.918	 422.395
 2112	  9.4760	  4.7700	   6.921	 422.595
 2113	  9.4760	  4.7720	   6.924	 422.795
 2114	  9.4800	  4.7760	   6.927	 422.995
 2115	  9.4800	  4.7780	   6.931	 423.195
 2116	  9.4800	  4.7800	   6.934	 423.395
 2117	  9.4800	  4.7840	   6.938	 423.595
 2118	  9.4800	  4.7860	   6.940	 423.795
 2119	  9.4840	  4.7900	   6.944	 423.995
 2120	  9.4840	  4.7920	   6.947	 424.195
 2121	  9.4840	  4.7960	   6.950	 424.395
 2122	  9.4840	  4.7980	   6.954	 424.595
 2123	  9.4840	  4.8000	   6.957	 424.795
 2124	  9.4840	  4.8020	   6.960	 424.995
 2125	  9.4840	  4.8060	   6.964	 425.195
 2126	  9.4880	  4.8080	   6.967	 425.395
 2127	  9.4880	  4.8120	   6.970	 425.595
 2128	  9.4880	  4.8140	   6.974	 425.795
 2129	  9.4880	  4.8160	   6.976	 425.995
 2130	  9.4920	  4.8180	   6.980	 426.195
 2131	  9.4920	  4.8220	   6.984	 426.395
 2132	  9.4920	  4.8240	   6.986	 426.595
 2133	  9.4960	  4.8280	   6.990	 426.795
 2134	  9.4960	  4.8300	   6.994	 426.995
 2135	  9.4960	  4.8320	   6.996	 427.195
 2136	  9.4960	  4.8360	   7.000	 427.395
 2137	  9.4960	  4.8380	   7.003	 427.595
 2138	  9.4960	  4.8420	   7.006	 427.795
 2139	  9.4960	  4.8440	   7.010	 427.995
 2140	  9.4960	  4.8460	   7.012	 428.195
 2141	  9.5000	  4.8500	   7.016	 428.395
 2142	  9.5000	  4.8520	   7.019	 428.595
 2143	  9.5000	  4.8540	   7.023	 428.795
 2144	  9.5040	  4.8580	   7.026	 428.995
 2145	  9.5040	  4.8600	   7.029	 429.195
 2146	  9.5040	  4.8620	   7.032	 429.395
 2147	  9.5040	  4.8660	   7.035	 429.595
 2148	  9.5040	  4.8680	   7.039	 429.795
 2149	  9.5040	  4.8700	   7.043	 429.995
 2150	  9.5040	  4.8740	   7.045	 430.195
 2151	  9.5040	  4.8760	   7.049	 430.395
 2152	  9.5080	  4.8800	   7.051	 430.595
 2153	  9.5080	  4.8820	   7.055	 430.795
 2154	  9.5080	  4.8840	   7.059	 430.995
 2155	  9.5120	  4.8880	   7.061	 431.195
 2156	  9.5120	  4.8900	   7.065	 431.395
 2157	  9.5120	  4.8940	   7.069	 431.595
 2158	  9.5120	  4.8960	   7.071	 431.795
 2159	  9.5120	  4.8980	   7.075	 431.995
 2160	  9.5120	  4.9020	   7.077	 432.195
 2161	  9.5160	  4.9040	   7.081	 432.395
 2162	  9.5160	  4.9080	   7.084	 432.595
 2163	  9.5160	  4.9100	   7.087	 432.795
 2164	  9.5160	  4.9120	   7.091	 432.995
 2165	  9.5160	  4.9160	   7.094	 433.195
 2166	  9.5200	  4.9180	   7.097	 433.395
 2167	  9.5200	  4.9200	   7.100	 433.595
 2168	  9.5200	  4.9240	   7.104	 433.795
 2169	  9.5200	  4.9260	   7.108	 433.995
 2170	  9.5200	  4.9300	   7.110	 434.195
 2171	  9.5240	  4.9320	   7.114	 434.395
 2172	  9.5200	  4.9340	   7.117	 434.595
 2173	  9.5240	  4.9380	   7.120	 434.795
 2174	  9.5240	  4.9400	   7.124	 434.995
 2175	  9.5240	  4.9420	   7.126	 435.195
 2176	  9.5280	  4.9460	   7.130	 435.395
 2177	  9.5280	  4.9480	   7.134	 435.595
 2178	  9.5240	  4.9500	   7.136	 435.795
 2179	  9.5280	  4.9540	   7.140	 435.995
 2180	  9.5280	  4.9560	   7.142	 436.195
 2181	  9.5280	  4.9600	   7.146	 436.395
 2182	  9.5320	  4.9620	   7.150	 436.595
 2183	  9.5320	  4.9640	   7.152	 436.795
 2184	  9.5320	  4.9680	   7.156	 436.995
 2185	  9.5320	  4.9700	   7.159	 437.195
 2186	  9.5360	  4.9740	   7.162	 437.395
 2187	  9.5320	  4.9760	   7.166	 437.595
 2188	  9.5360	  4.9780	   7.169	 437.795
 2189	  9.5320	  4.9800	   7.172	 437.995
 2190	  9.5360	  4.9840	   7.175	 438.195
 2191	  9.5360	  4.9860	   7.179	 438.395
 2192	  9.5400	  4.9900	   7.182	 438.595
 2193	  9.5360	  4.9920	   7.185	 438.795
 2194	  9.5400	  4.9940	   7.189	 438.995
 2195	  9.5400	  4.9980	   7.191	 439.195
 2196	  9.5400	  5.0000	   7.195	 439.395
 2197	  9.5440	  5.0020	   7.199	 439.595
 2198	  9.5400	  5.0060	   7.201	 439.795
 2199	  9.5440	  5.0080	   7.205	 439.995
 2200	  9.5440	  5.0120	   7.207	 440.195
 2201	  9.5440	  5.0140	   7.211	 440.395
 2202	  9.5440	  5.0160	   7.215	 440.595
 2203	  9.5440	  5.0200	   7.217	 440.795
 2204	  9.5480	  5.0220	   7.221	 440.995
 2205	  9.5480	  5.0240	   7.224	 441.195
 2206	  9.5440	  5.0280	   7.227	 441.395
 2207	  9.5480	  5.0300	   7.231	 441.595
 2208	  9.5480	  5.0340	   7.234	 441.795
 2209	  9.5480	  5.0360	   7.237	 441.995
 2210	  9.5520	  5.0380	   7.240	 442.195
 2211	  9.5520	  5.0420	   7.244	 442.395
 2212	  9.5520	  5.0440	   7.247	 442.595
 2213	  9.5520	  5.0460	   7.250	 442.795
 2214	  9.5520	  5.0500	   7.254	 442.995
 2215	  9.5520	  5.0520	   7.257	 443.195
 2216	  9.5560	  5.0540	   7.260	 443.395
 2217	  9.5560	  5.0580	   7.264	 443.595
